"lat","lon","depth","starttime","energy","duration","date","day_of_year"
41.51,-123.17,30.5," 2011-06-09 10:30:00",0," None ",2011-06-09,160
41.57,-123.12,20," 2011-06-09 10:32:30",0," None ",2011-06-09,160
45.14,-123.4,40," 2011-06-09 10:35:00",0," None ",2011-06-09,160
41.5,-123.22,60," 2011-06-09 10:35:00",0," None ",2011-06-09,160
44.94,-123.49,36," 2011-06-09 10:37:30",0," None ",2011-06-09,160
45.198,-123.365,56.5," 2011-06-09 10:40:00",0," None ",2011-06-09,160
41.59,-123.02,39," 2011-06-09 10:40:00",0," None ",2011-06-09,160
45.19,-123.358,53.8," 2011-06-09 10:42:30",0," None ",2011-06-09,160
41.46,-123.07,49.5," 2011-06-09 10:42:30",0," None ",2011-06-09,160
45.013,-123.472,40.8," 2011-06-09 10:45:00",0," None ",2011-06-09,160
41.56,-123.145,60," 2011-06-09 10:47:30",0," None ",2011-06-09,160
41.31,-123.03,20," 2011-06-09 10:50:00",0," None ",2011-06-09,160
44.81,-123.2,60," 2011-06-09 10:52:30",0," None ",2011-06-09,160
44.84,-123.41,60," 2011-06-09 10:55:00",0," None ",2011-06-09,160
44.995,-123.5,60," 2011-06-09 10:57:30",0," None ",2011-06-09,160
41.52,-123.24,60," 2011-06-09 10:57:30",0," None ",2011-06-09,160
41.5,-123.09,21," 2011-06-09 11:02:30",0," None ",2011-06-09,160
41.48,-123.08,20," 2011-06-09 11:05:00",0," None ",2011-06-09,160
44.9,-123.445,42.5," 2011-06-09 11:07:30",0," None ",2011-06-09,160
45.11,-123.33,36.5," 2011-06-09 11:15:00",0," None ",2011-06-09,160
41.5,-123.1,55," 2011-06-09 11:17:30",0," None ",2011-06-09,160
45.12,-123.135,32," 2011-06-09 11:20:00",0," None ",2011-06-09,160
44.905,-123.52,24.5," 2011-06-09 11:27:30",0," None ",2011-06-09,160
45.03,-123.34,29.5," 2011-06-09 11:30:00",0," None ",2011-06-09,160
45.41,-123.31,60," 2011-06-09 11:37:30",0," None ",2011-06-09,160
45.08,-123.355,31," 2011-06-09 11:40:00",0," None ",2011-06-09,160
45.15,-123.375,60," 2011-06-09 11:42:30",0," None ",2011-06-09,160
44.9,-123.705,45.5," 2011-06-09 12:05:00",0," None ",2011-06-09,160
45.01,-123.41,20," 2011-06-09 12:07:30",0," None ",2011-06-09,160
45.035,-123.47,47," 2011-06-09 12:12:30",0," None ",2011-06-09,160
45.31,-123.29,60," 2011-06-09 12:15:00",0," None ",2011-06-09,160
45.125,-123.42,60," 2011-06-09 12:17:30",0," None ",2011-06-09,160
44.8,-123.51,20," 2011-06-09 12:22:30",0," None ",2011-06-09,160
45.07,-123.58,45," 2011-06-09 12:22:30",0," None ",2011-06-09,160
44.87,-123.66,48," 2011-06-09 12:25:00",0," None ",2011-06-09,160
44.89,-123.66,55," 2011-06-09 12:27:30",0," None ",2011-06-09,160
45.15,-123.29,47.5," 2011-06-09 12:30:00",0," None ",2011-06-09,160
45.147,-123.305,43.2," 2011-06-09 12:32:30",0," None ",2011-06-09,160
45.21,-123.1,48," 2011-06-09 12:35:00",0," None ",2011-06-09,160
45.11,-123.36,45," 2011-06-09 12:37:30",0," None ",2011-06-09,160
45.005,-123.425,36.2," 2011-06-09 12:40:00",0," None ",2011-06-09,160
44.99,-123.395,49.2," 2011-06-09 12:42:30",0," None ",2011-06-09,160
45.3,-123.37,60," 2011-06-09 13:00:00",0," None ",2011-06-09,160
44.972,-123.405,44.2," 2011-06-09 13:02:30",0," None ",2011-06-09,160
45.005,-123.495,51.2," 2011-06-09 13:05:00",0," None ",2011-06-09,160
45.085,-123.44,52.5," 2011-06-09 13:07:30",0," None ",2011-06-09,160
45.16,-123.37,35.5," 2011-06-09 13:10:00",0," None ",2011-06-09,160
45.1,-123.325,33," 2011-06-09 13:12:30",0," None ",2011-06-09,160
44.935,-123.475,52," 2011-06-09 13:17:30",0," None ",2011-06-09,160
44.99,-123.49,40," 2011-06-09 13:20:00",0," None ",2011-06-09,160
44.84,-123.52,35.5," 2011-06-09 13:22:30",0," None ",2011-06-09,160
44.84,-123.665,60," 2011-06-09 13:25:00",0," None ",2011-06-09,160
44.85,-123.49,40," 2011-06-09 13:27:30",0," None ",2011-06-09,160
44.965,-123.51,46," 2011-06-09 13:30:00",0," None ",2011-06-09,160
45.02,-123.487,60," 2011-06-09 13:32:30",0," None ",2011-06-09,160
44.96,-123.55,40," 2011-06-09 13:52:30",0," None ",2011-06-09,160
45.01,-123.54,20," 2011-06-09 13:55:00",0," None ",2011-06-09,160
45.17,-123.41,60," 2011-06-09 13:57:30",0," None ",2011-06-09,160
45.045,-123.48,42.5," 2011-06-09 14:00:00",0," None ",2011-06-09,160
44.98,-123.61,32," 2011-06-09 14:02:30",0," None ",2011-06-09,160
45.11,-123.49,25," 2011-06-09 14:12:30",0," None ",2011-06-09,160
44.71,-123.5,26," 2011-06-09 14:22:30",0," None ",2011-06-09,160
45.11,-123.52,49.5," 2011-06-09 14:25:00",0," None ",2011-06-09,160
45.015,-123.575,43," 2011-06-09 14:27:30",0," None ",2011-06-09,160
44.86,-123.55,50," 2011-06-09 14:40:00",0," None ",2011-06-09,160
44.72,-123.3,60," 2011-06-09 14:42:30",0," None ",2011-06-09,160
44.85,-123.6,60," 2011-06-09 14:50:00",0," None ",2011-06-09,160
44.877,-123.665,47.2," 2011-06-09 14:52:30",0," None ",2011-06-09,160
44.91,-123.49,26," 2011-06-09 14:55:00",0," None ",2011-06-09,160
41.52,-123.2,60," 2011-06-09 14:55:00",0," None ",2011-06-09,160
45.05,-123.4,35," 2011-06-09 15:02:30",0," None ",2011-06-09,160
45.275,-123.3,49," 2011-06-09 15:02:30",0," None ",2011-06-09,160
41.62,-123.04,35," 2011-06-09 15:02:30",0," None ",2011-06-09,160
45.08,-123.405,50.5," 2011-06-09 15:05:00",0," None ",2011-06-09,160
41.58,-123.09,20," 2011-06-09 15:05:00",0," None ",2011-06-09,160
44.97,-123.52,60," 2011-06-09 15:07:30",0," None ",2011-06-09,160
44.93,-123.5,60," 2011-06-09 15:10:00",0," None ",2011-06-09,160
45.09,-123.28,32.5," 2011-06-09 15:12:30",0," None ",2011-06-09,160
45.01,-123.38,44.5," 2011-06-09 15:15:00",0," None ",2011-06-09,160
45.165,-123.435,46," 2011-06-09 15:17:30",0," None ",2011-06-09,160
45.065,-123.5,60," 2011-06-09 15:20:00",0," None ",2011-06-09,160
41.615,-123.11,40," 2011-06-09 15:35:00",0," None ",2011-06-09,160
45.115,-123.47,48," 2011-06-09 15:52:30",0," None ",2011-06-09,160
44.985,-123.52,52," 2011-06-09 15:55:00",0," None ",2011-06-09,160
44.78,-123.3,58," 2011-06-09 16:00:00",0," None ",2011-06-09,160
44.885,-123.463,55," 2011-06-09 16:02:30",0," None ",2011-06-09,160
44.888,-123.625,29," 2011-06-09 16:10:00",0," None ",2011-06-09,160
44.79,-123.3,39," 2011-06-09 16:15:00",0," None ",2011-06-09,160
44.815,-123.403,52.2," 2011-06-09 16:22:30",0," None ",2011-06-09,160
44.845,-123.38,60," 2011-06-09 16:25:00",0," None ",2011-06-09,160
44.88,-123.23,27," 2011-06-09 16:27:30",0," None ",2011-06-09,160
45.08,-123.39,32," 2011-06-09 16:30:00",0," None ",2011-06-09,160
44.938,-123.442,35.8," 2011-06-09 16:32:30",0," None ",2011-06-09,160
45.04,-123.41,20," 2011-06-09 16:35:00",0," None ",2011-06-09,160
45.3,-123.32,41," 2011-06-09 16:35:00",0," None ",2011-06-09,160
45.095,-123.415,21," 2011-06-09 16:37:30",0," None ",2011-06-09,160
44.96,-123.495,38.5," 2011-06-09 17:02:30",0," None ",2011-06-09,160
45.097,-123.498,44.5," 2011-06-09 17:05:00",0," None ",2011-06-09,160
45.24,-123.4,50," 2011-06-09 17:15:00",0," None ",2011-06-09,160
44.95,-123.615,60," 2011-06-09 17:22:30",0," None ",2011-06-09,160
45.075,-123.42,21.5," 2011-06-09 17:25:00",0," None ",2011-06-09,160
45,-123.215,60," 2011-06-09 17:27:30",0," None ",2011-06-09,160
41.4,-122.98,20," 2011-06-09 17:30:00",0," None ",2011-06-09,160
45.05,-123.46,41.8," 2011-06-09 17:32:30",0," None ",2011-06-09,160
44.98,-123.48,33.5," 2011-06-09 17:35:00",0," None ",2011-06-09,160
44.97,-123.51,40," 2011-06-09 17:40:00",0," None ",2011-06-09,160
45,-123.41,37," 2011-06-09 17:42:30",0," None ",2011-06-09,160
45.31,-123.295,60," 2011-06-09 17:42:30",0," None ",2011-06-09,160
44.99,-123.42,20," 2011-06-09 17:45:00",0," None ",2011-06-09,160
45.265,-123.37,60," 2011-06-09 17:45:00",0," None ",2011-06-09,160
44.915,-123.49,46," 2011-06-09 17:47:30",0," None ",2011-06-09,160
45.12,-123.385,59.5," 2011-06-09 17:50:00",0," None ",2011-06-09,160
45.19,-123.4,60," 2011-06-09 17:57:30",0," None ",2011-06-09,160
44.98,-123.24,60," 2011-06-09 18:00:00",0," None ",2011-06-09,160
45.17,-123.36,45," 2011-06-09 18:02:30",0," None ",2011-06-09,160
44.96,-123.422,29.2," 2011-06-09 18:05:00",0," None ",2011-06-09,160
45.017,-123.335,35.5," 2011-06-09 18:07:30",0," None ",2011-06-09,160
45.07,-123.48,60," 2011-06-09 18:10:00",0," None ",2011-06-09,160
45.09,-123.5,33.5," 2011-06-09 18:25:00",0," None ",2011-06-09,160
44.97,-123.41,46.5," 2011-06-09 18:27:30",0," None ",2011-06-09,160
45.005,-123.475,44," 2011-06-09 18:30:00",0," None ",2011-06-09,160
45.16,-123.45,60," 2011-06-09 18:32:30",0," None ",2011-06-09,160
44.98,-123.46,43," 2011-06-09 18:35:00",0," None ",2011-06-09,160
45.155,-123.385,60," 2011-06-09 18:37:30",0," None ",2011-06-09,160
44.89,-123.51,32," 2011-06-09 18:37:30",0," None ",2011-06-09,160
45.055,-123.365,45.5," 2011-06-09 18:40:00",0," None ",2011-06-09,160
45.03,-123.35,44.5," 2011-06-09 18:42:30",0," None ",2011-06-09,160
45.015,-123.38,37.2," 2011-06-09 18:47:30",0," None ",2011-06-09,160
44.995,-123.43,47," 2011-06-09 18:50:00",0," None ",2011-06-09,160
45.17,-123.465,32," 2011-06-09 18:52:30",0," None ",2011-06-09,160
44.99,-123.29,60," 2011-06-09 18:55:00",0," None ",2011-06-09,160
44.97,-123.207,60," 2011-06-09 18:57:30",0," None ",2011-06-09,160
45.075,-123.355,40," 2011-06-09 19:00:00",0," None ",2011-06-09,160
45.11,-123.315,51.8," 2011-06-09 19:02:30",0," None ",2011-06-09,160
45.188,-123.38,60," 2011-06-09 19:05:00",0," None ",2011-06-09,160
45.04,-123.27,37," 2011-06-09 19:07:30",0," None ",2011-06-09,160
44.99,-123.363,28.5," 2011-06-09 19:10:00",0," None ",2011-06-09,160
44.96,-123.15,25," 2011-06-09 19:12:30",0," None ",2011-06-09,160
45.035,-123.17,60," 2011-06-09 19:15:00",0," None ",2011-06-09,160
45.06,-123.18,40," 2011-06-09 19:17:30",0," None ",2011-06-09,160
45.18,-123.1,37," 2011-06-09 19:20:00",0," None ",2011-06-09,160
44.93,-123.4,50," 2011-06-09 19:27:30",0," None ",2011-06-09,160
45.05,-123.245,41," 2011-06-09 19:30:00",0," None ",2011-06-09,160
45.06,-123.51,44," 2011-06-09 19:37:30",0," None ",2011-06-09,160
45.2,-123.375,53," 2011-06-09 19:40:00",0," None ",2011-06-09,160
44.805,-123.41,52.5," 2011-06-09 19:42:30",0," None ",2011-06-09,160
44.93,-123.26,20," 2011-06-09 19:45:00",0," None ",2011-06-09,160
45.01,-123.29,60," 2011-06-09 19:47:30",0," None ",2011-06-09,160
44.81,-123.5,60," 2011-06-09 19:47:30",0," None ",2011-06-09,160
45.09,-123.14,28," 2011-06-09 19:50:00",0," None ",2011-06-09,160
45.32,-123.32,26," 2011-06-09 19:52:30",0," None ",2011-06-09,160
44.892,-123.365,26.5," 2011-06-09 19:55:00",0," None ",2011-06-09,160
44.8,-123.395,35.5," 2011-06-09 20:00:00",0," None ",2011-06-09,160
44.81,-123.415,48.5," 2011-06-09 20:02:30",0," None ",2011-06-09,160
44.858,-123.5,60," 2011-06-09 20:05:00",0," None ",2011-06-09,160
44.903,-123.458,21," 2011-06-09 20:07:30",0," None ",2011-06-09,160
45.03,-123.41,30," 2011-06-09 20:10:00",0," None ",2011-06-09,160
44.985,-123.42,28," 2011-06-09 20:12:30",0," None ",2011-06-09,160
45.4,-123.17,30," 2011-06-09 20:15:00",0," None ",2011-06-09,160
45.03,-123.69,60," 2011-06-09 20:20:00",0," None ",2011-06-09,160
45.06,-123.54,60," 2011-06-09 20:22:30",0," None ",2011-06-09,160
45.09,-123.54,32," 2011-06-09 20:30:00",0," None ",2011-06-09,160
45.32,-123.31,30," 2011-06-09 20:32:30",0," None ",2011-06-09,160
45.12,-123.52,60," 2011-06-09 20:35:00",0," None ",2011-06-09,160
45.3,-123.3,60," 2011-06-09 20:40:00",0," None ",2011-06-09,160
44.99,-123.455,48," 2011-06-09 20:42:30",0," None ",2011-06-09,160
45.235,-123.4,60," 2011-06-09 20:42:30",0," None ",2011-06-09,160
45.185,-123.39,53.5," 2011-06-09 20:45:00",0," None ",2011-06-09,160
45.28,-123.345,47," 2011-06-09 20:47:30",0," None ",2011-06-09,160
45.03,-123.37,47," 2011-06-09 20:55:00",0," None ",2011-06-09,160
45.02,-123.637,53.8," 2011-06-09 21:07:30",0," None ",2011-06-09,160
45.02,-123.71,60," 2011-06-09 21:10:00",0," None ",2011-06-09,160
45.18,-123.57,60," 2011-06-09 21:25:00",0," None ",2011-06-09,160
45.35,-123.22,50," 2011-06-09 21:30:00",0," None ",2011-06-09,160
44.915,-123.55,57.5," 2011-06-09 21:32:30",0," None ",2011-06-09,160
44.915,-123.56,55," 2011-06-09 21:35:00",0," None ",2011-06-09,160
45.072,-123.493,49.5," 2011-06-09 21:40:00",0," None ",2011-06-09,160
45.135,-123.51,60," 2011-06-09 21:42:30",0," None ",2011-06-09,160
44.79,-123.51,46," 2011-06-09 21:45:00",0," None ",2011-06-09,160
44.883,-123.662,47.5," 2011-06-09 21:50:00",0," None ",2011-06-09,160
45.02,-123.46,37," 2011-06-09 21:55:00",0," None ",2011-06-09,160
45.12,-123.405,42," 2011-06-09 21:57:30",0," None ",2011-06-09,160
41.24,-122.8,60," 2011-06-09 21:57:30",0," None ",2011-06-09,160
45.205,-123.387,54.2," 2011-06-09 22:00:00",0," None ",2011-06-09,160
45.145,-123.46,44," 2011-06-09 22:02:30",0," None ",2011-06-09,160
44.8,-123.52,21," 2011-06-09 22:05:00",0," None ",2011-06-09,160
44.925,-123.495,57," 2011-06-09 22:07:30",0," None ",2011-06-09,160
44.91,-123.41,47.5," 2011-06-09 22:10:00",0," None ",2011-06-09,160
45.065,-123.458,44," 2011-06-09 22:22:30",0," None ",2011-06-09,160
45.133,-123.415,53.5," 2011-06-09 22:25:00",0," None ",2011-06-09,160
45.09,-123.44,45," 2011-06-09 22:30:00",0," None ",2011-06-09,160
45.1,-123.46,41," 2011-06-09 22:32:30",0," None ",2011-06-09,160
45.37,-123.29,55," 2011-06-09 22:32:30",0," None ",2011-06-09,160
44.95,-123.555,60," 2011-06-09 23:20:00",0," None ",2011-06-09,160
44.98,-123.575,60," 2011-06-09 23:22:30",0," None ",2011-06-09,160
45.155,-123.465,32," 2011-06-09 23:25:00",0," None ",2011-06-09,160
45.12,-123.41,40," 2011-06-09 23:27:30",0," None ",2011-06-09,160
45.135,-123.315,47," 2011-06-09 23:30:00",0," None ",2011-06-09,160
45.38,-123.24,60," 2011-06-09 23:30:00",0," None ",2011-06-09,160
45.15,-123.37,39," 2011-06-09 23:37:30",0," None ",2011-06-09,160
45,-123.18,32," 2011-06-09 23:42:30",0," None ",2011-06-09,160
44.735,-123.382,29," 2011-06-10 00:12:30",0," None ",2011-06-10,161
44.76,-123.312,33.8," 2011-06-10 00:15:00",0," None ",2011-06-10,161
44.89,-123.4,20," 2011-06-10 00:17:30",0," None ",2011-06-10,161
44.82,-123.57,57," 2011-06-10 00:27:30",0," None ",2011-06-10,161
44.71,-123.39,60," 2011-06-10 00:30:00",0," None ",2011-06-10,161
44.72,-123.455,50.8," 2011-06-10 00:32:30",0," None ",2011-06-10,161
44.76,-123.4,60," 2011-06-10 00:35:00",0," None ",2011-06-10,161
44.812,-123.317,29.5," 2011-06-10 00:37:30",0," None ",2011-06-10,161
44.775,-123.38,60," 2011-06-10 00:40:00",0," None ",2011-06-10,161
44.66,-123.24,50," 2011-06-10 00:42:30",0," None ",2011-06-10,161
44.942,-123.35,50," 2011-06-10 00:45:00",0," None ",2011-06-10,161
44.99,-123.39,60," 2011-06-10 00:47:30",0," None ",2011-06-10,161
45.225,-123.505,30," 2011-06-10 00:50:00",0," None ",2011-06-10,161
45.19,-123.5,60," 2011-06-10 00:52:30",0," None ",2011-06-10,161
44.785,-123.545,60," 2011-06-10 01:00:00",0," None ",2011-06-10,161
44.73,-123.34,27," 2011-06-10 01:02:30",0," None ",2011-06-10,161
45.33,-123.19,60," 2011-06-10 01:05:00",0," None ",2011-06-10,161
45.21,-123.37,46," 2011-06-10 01:07:30",0," None ",2011-06-10,161
44.845,-123.465,49.5," 2011-06-10 01:12:30",0," None ",2011-06-10,161
44.785,-123.442,38," 2011-06-10 01:15:00",0," None ",2011-06-10,161
44.79,-123.71,28," 2011-06-10 01:17:30",0," None ",2011-06-10,161
44.812,-123.485,53," 2011-06-10 01:20:00",0," None ",2011-06-10,161
44.81,-123.468,55," 2011-06-10 01:22:30",0," None ",2011-06-10,161
44.88,-123.48,60," 2011-06-10 01:25:00",0," None ",2011-06-10,161
44.912,-123.52,39.5," 2011-06-10 01:27:30",0," None ",2011-06-10,161
44.82,-123.46,55.5," 2011-06-10 01:30:00",0," None ",2011-06-10,161
44.2,-123.1,32," 2011-06-10 01:32:30",0," None ",2011-06-10,161
44.71,-123.485,48," 2011-06-10 01:40:00",0," None ",2011-06-10,161
44.76,-123.435,40.5," 2011-06-10 01:42:30",0," None ",2011-06-10,161
45.09,-123.52,26," 2011-06-10 01:52:30",0," None ",2011-06-10,161
45.005,-123.465,40.5," 2011-06-10 01:55:00",0," None ",2011-06-10,161
45.015,-123.46,20," 2011-06-10 02:00:00",0," None ",2011-06-10,161
44.983,-123.593,48.5," 2011-06-10 02:07:30",0," None ",2011-06-10,161
45.197,-123.385,43.5," 2011-06-10 02:10:00",0," None ",2011-06-10,161
45.2,-123.357,43," 2011-06-10 02:12:30",0," None ",2011-06-10,161
45.197,-123.35,49," 2011-06-10 02:15:00",0," None ",2011-06-10,161
44.88,-123.61,30," 2011-06-10 02:17:30",0," None ",2011-06-10,161
44.98,-123.38,60," 2011-06-10 02:20:00",0," None ",2011-06-10,161
44.95,-123.43,51," 2011-06-10 02:22:30",0," None ",2011-06-10,161
44.94,-123.42,48," 2011-06-10 02:25:00",0," None ",2011-06-10,161
44.85,-123.38,60," 2011-06-10 02:32:30",0," None ",2011-06-10,161
45.4,-123.33,39," 2011-06-10 02:32:30",0," None ",2011-06-10,161
45.12,-123.47,20," 2011-06-10 02:35:00",0," None ",2011-06-10,161
45.21,-123.43,33," 2011-06-10 02:37:30",0," None ",2011-06-10,161
45.165,-123.31,39," 2011-06-10 02:40:00",0," None ",2011-06-10,161
45.24,-123.49,39," 2011-06-10 02:57:30",0," None ",2011-06-10,161
44.785,-123.575,40," 2011-06-10 03:05:00",0," None ",2011-06-10,161
44.9,-123.56,27," 2011-06-10 03:07:30",0," None ",2011-06-10,161
45.18,-123.57,20," 2011-06-10 03:35:00",0," None ",2011-06-10,161
44.8,-123.558,60," 2011-06-10 03:57:30",0," None ",2011-06-10,161
44.935,-123.507,53.5," 2011-06-10 04:00:00",0," None ",2011-06-10,161
44.92,-123.62,49," 2011-06-10 04:02:30",0," None ",2011-06-10,161
44.915,-123.725,35," 2011-06-10 04:05:00",0," None ",2011-06-10,161
44.955,-123.645,58.5," 2011-06-10 04:07:30",0," None ",2011-06-10,161
45.175,-123.55,35," 2011-06-10 04:10:00",0," None ",2011-06-10,161
44.69,-123.59,30," 2011-06-10 04:15:00",0," None ",2011-06-10,161
44.63,-123.5,52," 2011-06-10 04:17:30",0," None ",2011-06-10,161
45.21,-123.38,41," 2011-06-10 04:20:00",0," None ",2011-06-10,161
45,-123.575,37.5," 2011-06-10 04:25:00",0," None ",2011-06-10,161
45.023,-123.577,34.8," 2011-06-10 04:27:30",0," None ",2011-06-10,161
44.96,-123.63,47," 2011-06-10 04:32:30",0," None ",2011-06-10,161
44.8,-123.47,60," 2011-06-10 04:35:00",0," None ",2011-06-10,161
45.148,-123.47,48," 2011-06-10 04:37:30",0," None ",2011-06-10,161
45.15,-123.403,34.5," 2011-06-10 04:40:00",0," None ",2011-06-10,161
45.01,-123.38,43," 2011-06-10 04:42:30",0," None ",2011-06-10,161
45.285,-123.325,60," 2011-06-10 04:42:30",0," None ",2011-06-10,161
44.98,-123.49,60," 2011-06-10 04:45:00",0," None ",2011-06-10,161
45.055,-123.355,54.2," 2011-06-10 04:50:00",0," None ",2011-06-10,161
45.058,-123.438,28.5," 2011-06-10 04:52:30",0," None ",2011-06-10,161
45.087,-123.52,48.8," 2011-06-10 04:55:00",0," None ",2011-06-10,161
44.96,-123.407,60," 2011-06-10 04:57:30",0," None ",2011-06-10,161
45.09,-123.38,20," 2011-06-10 05:00:00",0," None ",2011-06-10,161
45.1,-123.4,45.5," 2011-06-10 05:02:30",0," None ",2011-06-10,161
45.125,-123.42,47," 2011-06-10 05:05:00",0," None ",2011-06-10,161
45.115,-123.463,49.8," 2011-06-10 05:07:30",0," None ",2011-06-10,161
45,-123.615,44.5," 2011-06-10 05:10:00",0," None ",2011-06-10,161
45.025,-123.35,47," 2011-06-10 05:12:30",0," None ",2011-06-10,161
45.09,-123.345,20," 2011-06-10 05:15:00",0," None ",2011-06-10,161
45.33,-123.27,60," 2011-06-10 05:15:00",0," None ",2011-06-10,161
45.01,-123.425,60," 2011-06-10 05:17:30",0," None ",2011-06-10,161
45.3,-123.24,60," 2011-06-10 05:17:30",0," None ",2011-06-10,161
45.085,-123.445,60," 2011-06-10 05:20:00",0," None ",2011-06-10,161
45.085,-123.4,56.5," 2011-06-10 05:22:30",0," None ",2011-06-10,161
45.105,-123.4,53.8," 2011-06-10 05:25:00",0," None ",2011-06-10,161
45.072,-123.418,34," 2011-06-10 05:27:30",0," None ",2011-06-10,161
45.085,-123.4,47," 2011-06-10 05:30:00",0," None ",2011-06-10,161
44.89,-123.69,33," 2011-06-10 05:30:00",0," None ",2011-06-10,161
44.8,-123.52,40," 2011-06-10 05:35:00",0," None ",2011-06-10,161
44.767,-123.567,60," 2011-06-10 05:37:30",0," None ",2011-06-10,161
44.853,-123.51,20," 2011-06-10 05:40:00",0," None ",2011-06-10,161
45.135,-123.42,20," 2011-06-10 05:42:30",0," None ",2011-06-10,161
45.42,-123.27,20," 2011-06-10 05:42:30",0," None ",2011-06-10,161
44.935,-123.44,56.2," 2011-06-10 05:47:30",0," None ",2011-06-10,161
44.88,-123.435,52," 2011-06-10 05:50:00",0," None ",2011-06-10,161
44.81,-123.545,60," 2011-06-10 05:52:30",0," None ",2011-06-10,161
44.8,-123.523,60," 2011-06-10 05:55:00",0," None ",2011-06-10,161
44.775,-123.552,60," 2011-06-10 05:57:30",0," None ",2011-06-10,161
44.83,-123.418,60," 2011-06-10 06:00:00",0," None ",2011-06-10,161
44.85,-123.5,59.5," 2011-06-10 06:02:30",0," None ",2011-06-10,161
44.89,-123.53,60," 2011-06-10 06:05:00",0," None ",2011-06-10,161
45.29,-123.48,51," 2011-06-10 06:12:30",0," None ",2011-06-10,161
44.82,-123.4,60," 2011-06-10 06:32:30",0," None ",2011-06-10,161
44.82,-123.58,50," 2011-06-10 06:37:30",0," None ",2011-06-10,161
44.805,-123.657,30.2," 2011-06-10 06:40:00",0," None ",2011-06-10,161
44.81,-123.51,60," 2011-06-10 06:42:30",0," None ",2011-06-10,161
44.815,-123.515,54.5," 2011-06-10 06:45:00",0," None ",2011-06-10,161
44.8,-123.45,44.5," 2011-06-10 06:47:30",0," None ",2011-06-10,161
44.773,-123.605,20," 2011-06-10 06:52:30",0," None ",2011-06-10,161
44.74,-123.53,41.8," 2011-06-10 06:55:00",0," None ",2011-06-10,161
44.71,-123.48,20," 2011-06-10 07:00:00",0," None ",2011-06-10,161
44.78,-123.502,29," 2011-06-10 07:02:30",0," None ",2011-06-10,161
44.71,-123.35,60," 2011-06-10 07:05:00",0," None ",2011-06-10,161
44.7,-123.4,20," 2011-06-10 07:07:30",0," None ",2011-06-10,161
44.68,-123.38,60," 2011-06-10 07:15:00",0," None ",2011-06-10,161
45.15,-123.415,24.5," 2011-06-10 07:22:30",0," None ",2011-06-10,161
45.42,-123.2,44," 2011-06-10 07:22:30",0," None ",2011-06-10,161
45.12,-123.455,22," 2011-06-10 07:25:00",0," None ",2011-06-10,161
45.43,-123.2,48," 2011-06-10 07:25:00",0," None ",2011-06-10,161
45.21,-123.32,34," 2011-06-10 07:27:30",0," None ",2011-06-10,161
45.1,-123.46,20," 2011-06-10 07:30:00",0," None ",2011-06-10,161
45.105,-123.38,20," 2011-06-10 07:32:30",0," None ",2011-06-10,161
45.13,-123.32,23," 2011-06-10 07:35:00",0," None ",2011-06-10,161
45.42,-123.185,43," 2011-06-10 07:35:00",0," None ",2011-06-10,161
45.148,-123.382,45," 2011-06-10 07:37:30",0," None ",2011-06-10,161
45.08,-123.44,38.5," 2011-06-10 07:40:00",0," None ",2011-06-10,161
45.34,-123.36,60," 2011-06-10 07:40:00",0," None ",2011-06-10,161
44.957,-123.535,35.5," 2011-06-10 07:42:30",0," None ",2011-06-10,161
45.09,-123.22,50," 2011-06-10 07:50:00",0," None ",2011-06-10,161
44.74,-123.6,20," 2011-06-10 07:50:00",0," None ",2011-06-10,161
45.1,-123.08,37.5," 2011-06-10 07:52:30",0," None ",2011-06-10,161
45.12,-123.1,37," 2011-06-10 07:55:00",0," None ",2011-06-10,161
45.115,-123.105,60," 2011-06-10 07:57:30",0," None ",2011-06-10,161
45.19,-123.02,60," 2011-06-10 08:00:00",0," None ",2011-06-10,161
45.1,-123.14,60," 2011-06-10 08:02:30",0," None ",2011-06-10,161
45.065,-123.175,51.2," 2011-06-10 08:05:00",0," None ",2011-06-10,161
44.71,-123.58,55," 2011-06-10 08:40:00",0," None ",2011-06-10,161
45.07,-123.195,25.2," 2011-06-10 08:42:30",0," None ",2011-06-10,161
45.08,-123.153,20," 2011-06-10 08:45:00",0," None ",2011-06-10,161
45.07,-123.27,40," 2011-06-10 08:47:30",0," None ",2011-06-10,161
44.915,-123.6,35.5," 2011-06-10 08:50:00",0," None ",2011-06-10,161
44.905,-123.588,31," 2011-06-10 08:52:30",0," None ",2011-06-10,161
44.89,-123.65,34," 2011-06-10 08:55:00",0," None ",2011-06-10,161
44.685,-123.505,55," 2011-06-10 09:02:30",0," None ",2011-06-10,161
44.66,-123.525,20," 2011-06-10 09:05:00",0," None ",2011-06-10,161
44.65,-123.54,45.5," 2011-06-10 09:07:30",0," None ",2011-06-10,161
44.63,-123.55,60," 2011-06-10 09:10:00",0," None ",2011-06-10,161
44.858,-123.62,40.5," 2011-06-10 09:35:00",0," None ",2011-06-10,161
44.915,-123.68,20," 2011-06-10 09:45:00",0," None ",2011-06-10,161
44.987,-123.59,55," 2011-06-10 09:47:30",0," None ",2011-06-10,161
44.975,-123.545,44," 2011-06-10 09:50:00",0," None ",2011-06-10,161
45.01,-123.51,48," 2011-06-10 09:52:30",0," None ",2011-06-10,161
44.68,-123.26,60," 2011-06-10 09:57:30",0," None ",2011-06-10,161
